t,I,V,gt
19190.000000,-80.003700,64.925500,0.069333
19220.000000,-80.003700,64.903200,0.068197
19250.000000,-80.003700,64.888300,0.067060
19280.000000,-80.003700,64.873500,0.065923
19310.000000,-79.997500,64.851100,0.064787
19340.000000,-80.009900,64.828800,0.063650
19370.000000,-80.003700,64.813900,0.062514
19400.000000,-79.997500,64.799100,0.061377
19430.000000,-80.003700,64.776700,0.060240
19460.000000,-79.997500,64.754400,0.059104
19490.000000,-80.009900,64.732100,0.057967
19520.000000,-80.003700,64.717200,0.056831
19550.000000,-79.997500,64.702300,0.055694
19580.000000,-79.997500,64.680000,0.054558
19610.000000,-80.003700,64.665100,0.053421
19640.000000,-80.009900,64.642800,0.052284
19670.000000,-80.003700,64.620500,0.051148
19700.000000,-80.003700,64.605600,0.050011
19730.000000,-80.003700,64.583300,0.048875
19760.000000,-80.009900,64.561000,0.047738
19790.000000,-80.009900,64.546100,0.046601
19820.000000,-80.003700,64.523800,0.045465
19850.000000,-80.003700,64.501400,0.044328
19880.000000,-80.003700,64.486600,0.043191
19910.000000,-80.003700,64.464200,0.042055
19940.000000,-80.009900,64.441900,0.040918
19970.000000,-80.009900,64.419600,0.039781
20000.000000,-80.003700,64.397300,0.038645
20030.000000,-80.003700,64.375000,0.037508
20060.000000,-80.009900,64.352600,0.036372
20090.000000,-80.009900,64.322900,0.035235
20120.000000,-80.003700,64.308000,0.034098
20150.000000,-79.997500,64.278200,0.032962
20180.000000,-80.009900,64.248500,0.031825
20210.000000,-80.009900,64.211300,0.030688
20240.000000,-79.997500,64.181500,0.029552
20270.000000,-80.009900,64.144300,0.028415
20300.000000,-79.997500,64.107100,0.027279
20330.000000,-80.003700,64.055000,0.026142
20360.000000,-79.997500,64.010400,0.025006
20390.000000,-80.009900,63.943400,0.023869
20420.000000,-80.003700,63.883900,0.022732
20450.000000,-80.003700,63.816900,0.021596
20480.000000,-80.009900,63.735100,0.020459
20510.000000,-80.003700,63.653200,0.019322
20540.000000,-80.003700,63.563900,0.018186
20570.000000,-80.003700,63.452300,0.017049
20600.000000,-80.003700,63.355600,0.015913
20630.000000,-80.009900,63.236600,0.014776
20660.000000,-80.003700,63.102600,0.013639
20690.000000,-80.009900,62.961300,0.012503
20720.000000,-80.003700,62.797600,0.011366
20750.000000,-80.003700,62.611600,0.010229
20780.000000,-80.003700,62.380900,0.009093
20810.000000,-80.003700,62.090700,0.007956
20840.000000,-79.997500,61.718700,0.006820
20870.000000,-80.009900,61.197900,0.005683
20900.000000,-79.997500,60.461300,0.004547
20930.000000,-80.009900,59.330300,0.003410
20960.000000,-80.003700,57.328800,0.002273
20990.000000,-80.003700,53.191900,0.001137
21020.000000,-80.009900,46.004400,0.000000
21046.000000,-80.009900,40.000000,0.000000
21046.000000,0.000000,55.126400,0.000000
21076.000000,0.000000,63.184500,0.000000
21106.000000,0.000000,65.074400,0.000000
21106.000000,80.053300,71.138300,0.000000
21136.000000,80.009900,73.117500,0.001042
21166.000000,80.016100,73.430000,0.002084
21196.000000,80.009900,73.563900,0.003125
21226.000000,80.016100,73.638300,0.004167
21256.000000,80.016100,73.675500,0.005209
21286.000000,80.016100,73.690400,0.006251
21316.000000,80.016100,73.705300,0.007293
21346.000000,80.022300,73.712700,0.008335
21376.000000,80.016100,73.720200,0.009377
21406.000000,80.022300,73.735100,0.010419
21436.000000,80.016100,73.735100,0.011461
21466.000000,80.016100,73.750000,0.012503
21496.000000,80.016100,73.757400,0.013544
21526.000000,80.016100,73.772300,0.014586
21556.000000,80.022300,73.779700,0.015628
21586.000000,80.016100,73.787200,0.016670
21616.000000,80.009900,73.794600,0.017712
21646.000000,80.009900,73.809500,0.018754
21676.000000,80.016100,73.824400,0.019796
21706.000000,80.022300,73.839200,0.020838
21736.000000,80.016100,73.854100,0.021879
21766.000000,80.022300,73.869000,0.022921
21796.000000,80.009900,73.876400,0.023963
21826.000000,80.016100,73.891300,0.025005
21856.000000,80.016100,73.913600,0.026047
21886.000000,80.009900,73.921100,0.027089
21916.000000,80.016100,73.936000,0.028131
21946.000000,80.022300,73.958300,0.029173
21976.000000,80.028500,73.973200,0.030215
22006.000000,80.009900,73.980600,0.031256
22036.000000,80.009900,73.988000,0.032298
22066.000000,80.022300,74.010400,0.033340
22096.000000,80.009900,74.025200,0.034382
22126.000000,80.016100,74.040100,0.035424
22156.000000,80.009900,74.047600,0.036466
22186.000000,80.016100,74.062500,0.037507
22216.000000,80.016100,74.077300,0.038549
22246.000000,80.022300,74.084800,0.039591
22276.000000,80.016100,74.092200,0.040633
22306.000000,80.022300,74.114500,0.041675
22336.000000,80.022300,74.122000,0.042717
22366.000000,80.009900,74.136900,0.043759
22396.000000,80.009900,74.144300,0.044801
22426.000000,80.009900,74.151700,0.045842
22456.000000,80.016100,74.166600,0.046884
22486.000000,80.016100,74.181500,0.047926
22516.000000,80.016100,74.188900,0.048968
22546.000000,80.016100,74.203800,0.050010
22576.000000,80.009900,74.211300,0.051052
22606.000000,80.016100,74.226100,0.052094
22636.000000,80.009900,74.241000,0.053135
22666.000000,80.016100,74.255900,0.054177
22696.000000,80.016100,74.263300,0.055219
22726.000000,80.016100,74.278200,0.056261
22756.000000,80.022300,74.285700,0.057303
22786.000000,80.016100,74.300500,0.058345
22816.000000,80.016100,74.308000,0.059387
22846.000000,80.009900,74.322900,0.060429
22876.000000,80.016100,74.337700,0.061470
22906.000000,80.016100,74.345200,0.062512
22936.000000,80.016100,74.360100,0.063554
22966.000000,80.022300,74.367500,0.064596
22996.000000,80.009900,74.375000,0.065638
23026.000000,80.009900,74.382400,0.066680
23056.000000,80.022300,74.404700,0.067722
23086.000000,80.016100,74.404700,0.068764
23116.000000,80.016100,74.419600,0.069805
23146.000000,80.009900,74.427000,0.070847
23176.000000,80.022300,74.441900,0.071889
23206.000000,80.009900,74.449400,0.072931
23236.000000,80.009900,74.456800,0.073973
23266.000000,80.003700,74.464200,0.075015
23296.000000,80.009900,74.479100,0.076056
23326.000000,80.022300,74.494000,0.077098
23356.000000,80.016100,74.501400,0.078140
23386.000000,80.016100,74.508900,0.079182
23416.000000,80.009900,74.508900,0.080224
23446.000000,80.016100,74.516300,0.081266
23476.000000,80.016100,74.531200,0.082308
23506.000000,80.016100,74.538600,0.083349
23536.000000,80.022300,74.546100,0.084391
23566.000000,80.016100,74.561000,0.085433
23596.000000,80.009900,74.561000,0.086475
23626.000000,80.009900,74.568400,0.087517
23656.000000,80.022300,74.583300,0.088559
23686.000000,80.009900,74.590700,0.089601
23716.000000,80.016100,74.590700,0.090643
23746.000000,80.009900,74.605600,0.091684
23776.000000,80.022300,74.613000,0.092726
23806.000000,80.016100,74.613000,0.093768
23836.000000,80.009900,74.620500,0.094810
23866.000000,80.022300,74.635400,0.095852
23896.000000,80.022300,74.642800,0.096894
23926.000000,80.009900,74.642800,0.097936
23956.000000,80.022300,74.657700,0.098978
23986.000000,80.022300,74.657700,0.100020
24016.000000,80.009900,74.665100,0.101061
24046.000000,80.016100,74.672600,0.102103
24076.000000,80.016100,74.680000,0.103145
24106.000000,80.022300,74.687500,0.104187
24136.000000,80.009900,74.687500,0.105229
24166.000000,80.022300,74.694900,0.106271
24196.000000,80.022300,74.709800,0.107313
24226.000000,80.009900,74.709800,0.108355
24256.000000,80.009900,74.709800,0.109396
24286.000000,80.016100,74.717200,0.110438
24316.000000,80.022300,74.724700,0.111480
24346.000000,80.009900,74.732100,0.112522
24376.000000,80.009900,74.739500,0.113564
24406.000000,80.016100,74.739500,0.114606
24436.000000,80.009900,74.739500,0.115647
24466.000000,80.022300,74.754400,0.116689
24496.000000,80.009900,74.754400,0.117731
24526.000000,80.016100,74.769300,0.118773
24556.000000,80.016100,74.769300,0.119815
24586.000000,80.016100,74.769300,0.120857
24616.000000,80.016100,74.776700,0.121899
24646.000000,80.016100,74.784200,0.122941
24676.000000,80.016100,74.784200,0.123982
24706.000000,80.022300,74.791600,0.125024
24736.000000,80.022300,74.791600,0.126066
24766.000000,80.016100,74.799100,0.127108
24796.000000,80.009900,74.799100,0.128150
24826.000000,80.009900,74.806500,0.129192
24856.000000,80.016100,74.813900,0.130234
24886.000000,80.009900,74.813900,0.131276
24916.000000,80.003700,74.821400,0.132317
24946.000000,80.022300,74.836300,0.133359
24976.000000,80.022300,74.836300,0.134401
25006.000000,80.016100,74.836300,0.135443
25036.000000,80.016100,74.843700,0.136485
25066.000000,80.016100,74.843700,0.137527
25096.000000,80.009900,74.851100,0.138569
25126.000000,80.003700,74.851100,0.139610
25156.000000,80.009900,74.858600,0.140652
25186.000000,80.009900,74.866000,0.141694
25216.000000,80.022300,74.866000,0.142736
25246.000000,80.009900,74.866000,0.143778
25276.000000,80.016100,74.873500,0.144820
25306.000000,80.022300,74.880900,0.145861
25336.000000,80.009900,74.880900,0.146903
25366.000000,80.016100,74.888300,0.147945
25396.000000,80.022300,74.895800,0.148987
25426.000000,80.016100,74.895800,0.150029
25456.000000,80.022300,74.903200,0.151071
25486.000000,80.022300,74.903200,0.152113
25516.000000,80.016100,74.903200,0.153155
25546.000000,80.016100,74.910700,0.154197
25576.000000,80.009900,74.910700,0.155238
25606.000000,80.009900,74.918100,0.156280
25636.000000,80.016100,74.925500,0.157322
25666.000000,80.016100,74.925500,0.158364
25696.000000,80.022300,74.933000,0.159406
25726.000000,80.016100,74.940400,0.160448
25756.000000,80.022300,74.940400,0.161490
25786.000000,80.009900,74.940400,0.162532
25816.000000,80.028500,74.947900,0.163574
25846.000000,80.009900,74.947900,0.164615
25876.000000,80.016100,74.955300,0.165657
25906.000000,80.022300,74.962700,0.166699
25936.000000,80.009900,74.962700,0.167741
25966.000000,80.016100,74.970200,0.168783
25996.000000,80.016100,74.970200,0.169825
26026.000000,80.016100,74.970200,0.170867
26056.000000,80.022300,74.977600,0.171909
26086.000000,80.016100,74.977600,0.172950
26116.000000,80.022300,74.985100,0.173992
26146.000000,80.016100,74.985100,0.175034
26176.000000,80.016100,74.992500,0.176076
26206.000000,80.009900,74.992500,0.177118
26236.000000,80.009900,75.000000,0.178160
26266.000000,80.009900,75.000000,0.179202
26296.000000,80.009900,75.000000,0.180243
26326.000000,80.016100,75.014800,0.181285
26356.000000,80.016100,75.014800,0.182327
26386.000000,80.022300,75.022300,0.183369
26416.000000,80.022300,75.022300,0.184411
26446.000000,80.022300,75.029700,0.185453
26476.000000,80.022300,75.022300,0.186495
26506.000000,80.003700,75.029700,0.187537
26536.000000,80.016100,75.037200,0.188579
26566.000000,80.016100,75.037200,0.189620
26596.000000,80.016100,75.044600,0.190662
26626.000000,80.009900,75.044600,0.191704
26656.000000,80.016100,75.052000,0.192746
26686.000000,80.009900,75.052000,0.193788
26716.000000,80.022300,75.059500,0.194830
26746.000000,80.016100,75.059500,0.195872
26776.000000,80.022300,75.066900,0.196914
26806.000000,80.009900,75.066900,0.197955
26836.000000,80.016100,75.074400,0.198997
26866.000000,80.016100,75.074400,0.200039
26896.000000,80.003700,75.074400,0.201081
26926.000000,80.016100,75.081800,0.202123
26956.000000,80.009900,75.081800,0.203165
26986.000000,80.009900,75.089200,0.204206
27016.000000,80.022300,75.104100,0.205248
27046.000000,80.016100,75.104100,0.206290
27076.000000,80.016100,75.104100,0.207332
27106.000000,80.016100,75.111600,0.208374
27136.000000,80.016100,75.111600,0.209416
27166.000000,80.016100,75.111600,0.210458
27196.000000,80.022300,75.119000,0.211500
27226.000000,80.022300,75.126400,0.212542
27256.000000,80.022300,75.126400,0.213584
27286.000000,80.022300,75.133900,0.214625
27316.000000,80.022300,75.133900,0.215667
27346.000000,80.022300,75.141300,0.216709
27376.000000,80.016100,75.141300,0.217751
27406.000000,80.016100,75.141300,0.218793
27436.000000,80.016100,75.141300,0.219835
27466.000000,80.016100,75.148800,0.220877
27496.000000,80.009900,75.148800,0.221919
27526.000000,80.016100,75.156200,0.222961
27556.000000,80.022300,75.156200,0.224003
27586.000000,80.022300,75.163600,0.225044
27616.000000,80.016100,75.171100,0.226086
27646.000000,80.009900,75.163600,0.227128
27676.000000,80.016100,75.171100,0.228170
27706.000000,80.009900,75.178500,0.229212
27736.000000,80.009900,75.186000,0.230254
27766.000000,80.022300,75.193400,0.231296
27796.000000,80.022300,75.193400,0.232338
27826.000000,80.009900,75.193400,0.233379
27856.000000,80.016100,75.200800,0.234421
27886.000000,80.016100,75.208300,0.235463
27916.000000,80.022300,75.208300,0.236505
27946.000000,80.016100,75.208300,0.237547
27976.000000,80.022300,75.215700,0.238589
28006.000000,80.016100,75.215700,0.239631
28036.000000,80.016100,75.223200,0.240673
28066.000000,80.009900,75.223200,0.241714
28096.000000,80.022300,75.230600,0.242756
28126.000000,80.016100,75.238000,0.243798
28156.000000,80.022300,75.238000,0.244840
28186.000000,80.022300,75.245500,0.245882
28216.000000,80.016100,75.245500,0.246924
28246.000000,80.022300,75.252900,0.247966
28276.000000,80.016100,75.252900,0.249008
28306.000000,80.009900,75.260400,0.250050
28306.000000,0.000000,71.636900,0.250050
28336.000000,0.000000,71.324400,0.250050
28366.000000,0.000000,71.287200,0.250050
28366.000000,-79.873500,69.114500,0.250050
28396.000000,-79.991300,67.447900,0.248876
28426.000000,-80.009900,67.247000,0.247702
28456.000000,-80.003700,67.113000,0.246528
28486.000000,-80.009900,67.046100,0.245354
28516.000000,-80.003700,67.001400,0.244180
28546.000000,-80.009900,66.971700,0.243006
28576.000000,-80.009900,66.949400,0.241832
28606.000000,-79.997500,66.927000,0.240658
28636.000000,-80.009900,66.904700,0.239484
28666.000000,-80.009900,66.889800,0.238310
28696.000000,-80.009900,66.875000,0.237136
28726.000000,-79.997500,66.852600,0.235962
28756.000000,-80.003700,66.830300,0.234788
28786.000000,-80.003700,66.808000,0.233614
28816.000000,-80.003700,66.785700,0.232440
28846.000000,-80.003700,66.770800,0.231266
28876.000000,-79.997500,66.755900,0.230092
28906.000000,-80.003700,66.733600,0.228918
28936.000000,-80.003700,66.711300,0.227744
28966.000000,-79.997500,66.696400,0.226571
28996.000000,-80.003700,66.681500,0.225397
29026.000000,-79.997500,66.659200,0.224223
29056.000000,-79.997500,66.644300,0.223049
29086.000000,-80.003700,66.629400,0.221875
29116.000000,-80.009900,66.607100,0.220701
29146.000000,-80.003700,66.584800,0.219527
29176.000000,-79.997500,66.569900,0.218353
29206.000000,-79.991300,66.555000,0.217179
29236.000000,-80.009900,66.532700,0.216005
29266.000000,-80.003700,66.517800,0.214831
29296.000000,-80.009900,66.495500,0.213657
29326.000000,-79.997500,66.480600,0.212483
29356.000000,-80.003700,66.458300,0.211309
29386.000000,-80.003700,66.443400,0.210135
29416.000000,-80.009900,66.428500,0.208961
29446.000000,-80.003700,66.413600,0.207787
29476.000000,-80.003700,66.391300,0.206614
29506.000000,-80.009900,66.369000,0.205439
29536.000000,-80.003700,66.361600,0.204266
29566.000000,-80.003700,66.339200,0.203092
29596.000000,-80.003700,66.324400,0.201918
29626.000000,-80.003700,66.302000,0.200744
29656.000000,-80.003700,66.287200,0.199570
29686.000000,-80.003700,66.264800,0.198396
29716.000000,-80.003700,66.250000,0.197222
29746.000000,-80.003700,66.235100,0.196048
29776.000000,-79.997500,66.212700,0.194874
29806.000000,-79.997500,66.197900,0.193700
29836.000000,-80.003700,66.183000,0.192526
29866.000000,-80.009900,66.160700,0.191352
29896.000000,-79.997500,66.145800,0.190178
29926.000000,-80.003700,66.123500,0.189004
29956.000000,-80.003700,66.108600,0.187830
29986.000000,-80.003700,66.093700,0.186656
30016.000000,-80.003700,66.071400,0.185482
30046.000000,-80.003700,66.056500,0.184309
30076.000000,-80.003700,66.041600,0.183135
30106.000000,-79.997500,66.026700,0.181961
30136.000000,-79.991300,66.004400,0.180787
30166.000000,-80.003700,65.989500,0.179613
30196.000000,-80.003700,65.967200,0.178439
30226.000000,-79.997500,65.952300,0.177265
30256.000000,-80.003700,65.930000,0.176091
30286.000000,-80.003700,65.915100,0.174917
30316.000000,-80.003700,65.900200,0.173743
30346.000000,-79.997500,65.885400,0.172569
30376.000000,-80.003700,65.863000,0.171396
30406.000000,-80.003700,65.848200,0.170222
30436.000000,-80.003700,65.825800,0.169048
30466.000000,-80.003700,65.811000,0.167874
30496.000000,-80.003700,65.788600,0.166700
30526.000000,-80.003700,65.773800,0.165526
30556.000000,-80.003700,65.758900,0.164352
30586.000000,-80.003700,65.744000,0.163178
30616.000000,-80.003700,65.721700,0.162004
30646.000000,-80.003700,65.706800,0.160830
30676.000000,-80.003700,65.691900,0.159656
30706.000000,-80.003700,65.669600,0.158482
30736.000000,-79.997500,65.647300,0.157308
30766.000000,-80.003700,65.632400,0.156134
30796.000000,-80.003700,65.617500,0.154960
30826.000000,-79.997500,65.595200,0.153786
30856.000000,-80.009900,65.580300,0.152612
30886.000000,-79.997500,65.565400,0.151439
30916.000000,-80.003700,65.543100,0.150265
30946.000000,-79.997500,65.528200,0.149091
30976.000000,-79.997500,65.505900,0.147917
31006.000000,-79.997500,65.491000,0.146743
31036.000000,-80.009900,65.476100,0.145569
31066.000000,-80.009900,65.453800,0.144395
31096.000000,-80.009900,65.438900,0.143221
31126.000000,-80.003700,65.424100,0.142047
31156.000000,-79.997500,65.401700,0.140873
31186.000000,-80.003700,65.379400,0.139699
31216.000000,-80.003700,65.364500,0.138525
31246.000000,-80.003700,65.349700,0.137351
31276.000000,-80.003700,65.334800,0.136177
31306.000000,-80.003700,65.312500,0.135003
31336.000000,-80.003700,65.297600,0.133829
31366.000000,-80.003700,65.282700,0.132655
31396.000000,-80.003700,65.260400,0.131481
31426.000000,-80.003700,65.238000,0.130307
31456.000000,-79.997500,65.223200,0.129134
31486.000000,-80.003700,65.200800,0.127960
31516.000000,-80.009900,65.186000,0.126786
31546.000000,-80.003700,65.171100,0.125612
31576.000000,-80.003700,65.156200,0.124438
31606.000000,-79.997500,65.133900,0.123264
31636.000000,-80.003700,65.119000,0.122090
31666.000000,-80.009900,65.096700,0.120916
31696.000000,-80.009900,65.081800,0.119742
31726.000000,-80.003700,65.059500,0.118568
31756.000000,-80.009900,65.044600,0.117394
31786.000000,-80.003700,65.022300,0.116220
31816.000000,-80.003700,65.007400,0.115046
31846.000000,-79.997500,64.992500,0.113872
31876.000000,-80.003700,64.970200,0.112698
31906.000000,-80.003700,64.955300,0.111524
31936.000000,-80.003700,64.940400,0.110350
31966.000000,-80.009900,64.918100,0.109176
31996.000000,-80.003700,64.903200,0.108002
32026.000000,-79.997500,64.880900,0.106828
32056.000000,-80.009900,64.866000,0.105654
32086.000000,-80.003700,64.843700,0.104480
32116.000000,-79.997500,64.828800,0.103306
32146.000000,-79.997500,64.806500,0.102133
32176.000000,-80.009900,64.791600,0.100959
32206.000000,-80.003700,64.776700,0.099785
32236.000000,-80.003700,64.754400,0.098611
32266.000000,-80.003700,64.732100,0.097437
32296.000000,-79.997500,64.717200,0.096263
32326.000000,-80.003700,64.694900,0.095089
32356.000000,-79.997500,64.680000,0.093915
32386.000000,-79.997500,64.657700,0.092741
32416.000000,-80.009900,64.635400,0.091567
32446.000000,-80.003700,64.620500,0.090393
32476.000000,-80.003700,64.605600,0.089219
32506.000000,-79.997500,64.590700,0.088045
32536.000000,-79.997500,64.568400,0.086872
32566.000000,-80.003700,64.546100,0.085698
32596.000000,-79.997500,64.523800,0.084524
32626.000000,-80.009900,64.508900,0.083350
32656.000000,-79.997500,64.486600,0.082176
32686.000000,-80.003700,64.471700,0.081002
32716.000000,-80.003700,64.449400,0.079828
32746.000000,-80.003700,64.427000,0.078654
32776.000000,-80.003700,64.412200,0.077480
32806.000000,-79.997500,64.389800,0.076306
32836.000000,-80.003700,64.375000,0.075132
32866.000000,-80.003700,64.345200,0.073958
32896.000000,-79.997500,64.330300,0.072784
32926.000000,-80.003700,64.315400,0.071610
32956.000000,-80.003700,64.293100,0.070436
32986.000000,-80.003700,64.270800,0.069263
33016.000000,-79.997500,64.248500,0.068089
33046.000000,-80.003700,64.226100,0.066915
33076.000000,-80.003700,64.211300,0.065741
33106.000000,-80.003700,64.181500,0.064567
33136.000000,-80.003700,64.166600,0.063393
33166.000000,-80.003700,64.144300,0.062219
33196.000000,-80.003700,64.114500,0.061045
33226.000000,-80.009900,64.099700,0.059871
33256.000000,-80.003700,64.084800,0.058697
33286.000000,-80.009900,64.055000,0.057523
33316.000000,-80.009900,64.032700,0.056349
33346.000000,-80.003700,64.010400,0.055175
33376.000000,-80.009900,63.988000,0.054001
33406.000000,-80.003700,63.965700,0.052827
33436.000000,-80.003700,63.943400,0.051653
33466.000000,-80.003700,63.921100,0.050479
33496.000000,-80.003700,63.898800,0.049305
33526.000000,-80.003700,63.869000,0.048131
33556.000000,-79.997500,63.846700,0.046957
33586.000000,-79.997500,63.824400,0.045783
33616.000000,-80.003700,63.794600,0.044609
33646.000000,-80.003700,63.764800,0.043435
33676.000000,-80.003700,63.735100,0.042262
33706.000000,-80.003700,63.705300,0.041088
33736.000000,-79.997500,63.683000,0.039914
33766.000000,-80.009900,63.653200,0.038740
33796.000000,-79.997500,63.623500,0.037566
33826.000000,-80.003700,63.586300,0.036392
33856.000000,-80.003700,63.556500,0.035218
33886.000000,-80.003700,63.519300,0.034044
33916.000000,-80.003700,63.482100,0.032870
33946.000000,-80.003700,63.444900,0.031696
33976.000000,-80.003700,63.400200,0.030522
34006.000000,-79.997500,63.355600,0.029348
34036.000000,-79.997500,63.303500,0.028174
34066.000000,-80.003700,63.244000,0.027000
34096.000000,-80.003700,63.191900,0.025826
34126.000000,-79.997500,63.125000,0.024653
34156.000000,-80.003700,63.058000,0.023479
34186.000000,-79.997500,62.968700,0.022305
34216.000000,-79.997500,62.879400,0.021131
34246.000000,-80.009900,62.775200,0.019957
34276.000000,-79.997500,62.656200,0.018783
34306.000000,-80.003700,62.522300,0.017609
34336.000000,-79.997500,62.373500,0.016435
34366.000000,-80.003700,62.194900,0.015261
34396.000000,-80.003700,61.994000,0.014087
34426.000000,-79.997500,61.763300,0.012913
34456.000000,-79.997500,61.502900,0.011740
34486.000000,-80.003700,61.175500,0.010566
34516.000000,-80.009900,60.773800,0.009392
34546.000000,-80.003700,60.260400,0.008218
34576.000000,-80.003700,59.553500,0.007044
34606.000000,-80.003700,58.563900,0.005870
34636.000000,-80.003700,57.090700,0.004696
34666.000000,-80.003700,54.784200,0.003522
34696.000000,-80.003700,51.450800,0.002348
34726.000000,-80.003700,46.770800,0.001174
34756.000000,-80.003700,41.264800,0.000000
34763.000000,-80.009900,40.000000,0.000000
34763.000000,0.000000,54.345200,0.000000
34793.000000,0.000000,63.266300,0.000000
34823.000000,0.000000,65.215700,0.000000
34823.000000,80.040900,70.885400,0.000000
34853.000000,80.016100,72.745500,0.001042
34883.000000,80.016100,72.938900,0.002084
34913.000000,80.016100,73.043100,0.003126
34943.000000,80.016100,73.087700,0.004168
34973.000000,80.009900,73.110100,0.005209
35003.000000,80.016100,73.132400,0.006251
35033.000000,80.016100,73.154700,0.007293
35063.000000,80.016100,73.169600,0.008335
35093.000000,80.022300,73.191900,0.009377
35123.000000,80.016100,73.199400,0.010419
35153.000000,80.022300,73.221700,0.011461
35183.000000,80.022300,73.236600,0.012503
35213.000000,80.016100,73.251400,0.013545
35243.000000,80.022300,73.266300,0.014587
35273.000000,80.022300,73.288600,0.015628
35303.000000,80.016100,73.303500,0.016670
35333.000000,80.016100,73.318400,0.017712
35363.000000,80.016100,73.333300,0.018754
35393.000000,80.009900,73.355600,0.019796
35423.000000,80.016100,73.370500,0.020838
35453.000000,80.022300,73.385400,0.021880
35483.000000,80.016100,73.407700,0.022922
35513.000000,80.009900,73.422600,0.023963
35543.000000,80.022300,73.437500,0.025005
35573.000000,80.022300,73.459800,0.026047
35603.000000,80.009900,73.474700,0.027089
35633.000000,80.022300,73.482100,0.028131
35663.000000,80.016100,73.504400,0.029173
35693.000000,80.016100,73.519300,0.030215
35723.000000,80.022300,73.534200,0.031257
35753.000000,80.016100,73.549100,0.032299
35783.000000,80.016100,73.563900,0.033341
35813.000000,80.016100,73.578800,0.034382
35843.000000,80.022300,73.593700,0.035424
35873.000000,80.009900,73.608600,0.036466
35903.000000,80.016100,73.623500,0.037508
35933.000000,80.016100,73.638300,0.038550
35963.000000,80.022300,73.653200,0.039592
35993.000000,80.022300,73.668100,0.040634
36023.000000,80.009900,73.683000,0.041676
36053.000000,80.016100,73.705300,0.042717
36083.000000,80.022300,73.727600,0.043759
36113.000000,80.009900,73.735100,0.044801
36143.000000,80.022300,73.757400,0.045843
36173.000000,80.022300,73.772300,0.046885
36203.000000,80.022300,73.787200,0.047927
36233.000000,80.022300,73.802000,0.048969
36263.000000,80.009900,73.816900,0.050011
36293.000000,80.003700,73.831800,0.051053
36323.000000,80.022300,73.854100,0.052095
36353.000000,80.016100,73.869000,0.053136
36383.000000,80.009900,73.883900,0.054178
36413.000000,80.009900,73.898800,0.055220
36443.000000,80.016100,73.913600,0.056262
36473.000000,80.016100,73.928500,0.057304
36503.000000,80.022300,73.950800,0.058346
36533.000000,80.016100,73.958300,0.059388
36563.000000,80.016100,73.973200,0.060429
36593.000000,80.016100,73.988000,0.061471
36623.000000,80.016100,74.002900,0.062513
36653.000000,80.016100,74.017800,0.063555
36683.000000,80.009900,74.032700,0.064597
36713.000000,80.009900,74.040100,0.065639
36743.000000,80.016100,74.062500,0.066681
36773.000000,80.022300,74.077300,0.067723
36803.000000,80.016100,74.084800,0.068764
36833.000000,80.009900,74.099700,0.069806
36863.000000,80.016100,74.114500,0.070848
36893.000000,80.022300,74.122000,0.071890
36923.000000,80.016100,74.136900,0.072932
36953.000000,80.022300,74.151700,0.073974
36983.000000,80.009900,74.159200,0.075016
37013.000000,80.009900,74.166600,0.076057
37043.000000,80.009900,74.181500,0.077099
37073.000000,80.022300,74.203800,0.078141
37103.000000,80.016100,74.203800,0.079183
37133.000000,80.003700,74.211300,0.080225
37163.000000,80.022300,74.233600,0.081267
37193.000000,80.022300,74.241000,0.082309
37223.000000,80.022300,74.248500,0.083351
37253.000000,80.022300,74.263300,0.084393
37283.000000,80.009900,74.270800,0.085434
37313.000000,80.009900,74.278200,0.086476
37343.000000,80.022300,74.293100,0.087518
37373.000000,80.022300,74.300500,0.088560
37403.000000,80.022300,74.308000,0.089602
37433.000000,80.016100,74.315400,0.090644
37463.000000,80.016100,74.330300,0.091686
37493.000000,80.016100,74.337700,0.092728
37523.000000,80.022300,74.345200,0.093770
37553.000000,80.022300,74.360100,0.094812
37583.000000,80.009900,74.360100,0.095853
37613.000000,80.016100,74.367500,0.096895
37643.000000,80.009900,74.375000,0.097937
37673.000000,80.016100,74.389800,0.098979
37703.000000,80.016100,74.397300,0.100021
37733.000000,80.016100,74.404700,0.101063
37763.000000,80.016100,74.412200,0.102105
37793.000000,80.009900,74.419600,0.103146
37823.000000,80.016100,74.427000,0.104188
37853.000000,80.009900,74.441900,0.105230
37883.000000,80.016100,74.449400,0.106272
37913.000000,80.022300,74.456800,0.107314
37943.000000,80.022300,74.464200,0.108356
37973.000000,80.016100,74.464200,0.109398
38003.000000,80.009900,74.471700,0.110440
38033.000000,80.016100,74.479100,0.111481
38063.000000,80.022300,74.486600,0.112523
38093.000000,80.016100,74.494000,0.113565
38123.000000,80.022300,74.501400,0.114607
38153.000000,80.016100,74.501400,0.115649
38183.000000,80.022300,74.508900,0.116691
38213.000000,80.022300,74.516300,0.117733
38243.000000,80.022300,74.516300,0.118775
38273.000000,80.022300,74.523800,0.119817
38303.000000,80.016100,74.531200,0.120859
38333.000000,80.016100,74.538600,0.121901
38363.000000,80.016100,74.538600,0.122943
38393.000000,80.016100,74.546100,0.123984
38423.000000,80.016100,74.553500,0.125026
38453.000000,80.022300,74.561000,0.126068
38483.000000,80.016100,74.561000,0.127110
38513.000000,80.009900,74.561000,0.128152
38543.000000,80.009900,74.568400,0.129194
