数据序号,工步类型,时间,总时间,电流(A),电压(V),容量(Ah),能量(Wh),绝对时间,功率(W),current_A,time_s,abs_time_h,step,cycle_id,SOC
1,搁置,00:00:00,00:00:00,0.0,66.3392,0.0,0.0,2025-03-26 12:13:32,0.0,0.0,0.0,0.0,rest,0,0.0
2,搁置,00:00:30,00:00:30,0.0,66.2276,0.0,0.0,2025-03-26 12:14:02,0.0,0.0,30.0,0.008333333333333333,rest,0,0.0
3,搁置,00:01:00,00:01:00,0.0,66.0491,0.0,0.0,2025-03-26 12:14:32,0.0,0.0,60.0,0.016666666666666666,rest,0,0.0
4,恒流充电,00:00:00,00:01:00,80.0285,74.5238,0.0,0.0,2025-03-26 12:14:32,5964.0294,80.0285,60.0,0.016666666666666666,charge,0,0.0
5,恒流充电,00:00:30,00:01:30,80.0099,74.6875,0.6668,49.7795,2025-03-26 12:15:02,5975.7409,80.0099,90.0,0.025,charge,0,0.0010417955729166667
6,恒流充电,00:01:00,00:02:00,80.0099,74.7395,1.3336,99.6046,2025-03-26 12:15:32,5979.9014,80.0099,120.0,0.03333333333333333,charge,0,0.0020835911458333333
7,恒流充电,00:01:30,00:02:30,80.0161,74.747,2.0004,149.4463,2025-03-26 12:16:02,5980.9642,80.0161,150.0,0.041666666666666664,charge,0,0.0031254674479166667
8,恒流充电,00:02:00,00:03:00,80.0285,74.747,2.6672,199.2869,2025-03-26 12:16:32,5981.8918,80.0285,180.0,0.05,charge,0,0.004167505208333333
9,恒流充电,00:02:30,00:03:30,80.0099,74.7321,3.334,249.1234,2025-03-26 12:17:02,5979.3093,80.0099,210.0,0.058333333333333334,charge,0,0.0052093007812500005
10,恒流充电,00:03:00,00:04:00,80.0099,74.7395,4.0008,298.9586,2025-03-26 12:17:32,5979.9014,80.0099,240.0,0.06666666666666667,charge,0,0.006251096354166668
11,恒流充电,00:03:30,00:04:30,80.0037,74.7321,4.6676,348.7957,2025-03-26 12:18:02,5978.846,80.0037,270.0,0.075,charge,0,0.007292811197916667
12,恒流充电,00:04:00,00:05:00,80.0223,74.747,5.3344,398.6331,2025-03-26 12:18:32,5981.4284,80.0223,300.0,0.08333333333333333,charge,0,0.008334768229166668
13,恒流充电,00:04:30,00:05:30,80.0161,74.7544,6.0012,448.4735,2025-03-26 12:19:02,5981.5563,80.0161,330.0,0.09166666666666666,charge,0,0.00937664453125
14,恒流充电,00:05:00,00:06:00,80.0223,74.7544,6.668,498.318,2025-03-26 12:19:32,5982.0205,80.0223,360.0,0.1,charge,0,0.010418601562500001
15,恒流充电,00:05:30,00:06:30,80.0099,74.7619,7.3348,548.1683,2025-03-26 12:20:02,5981.6936,80.0099,390.0,0.10833333333333334,charge,0,0.011460397135416668
16,恒流充电,00:06:00,00:07:00,80.0099,74.7767,8.0016,598.0249,2025-03-26 12:20:32,5982.8778,80.0099,420.0,0.11666666666666667,charge,0,0.012502192708333335
17,恒流充电,00:06:30,00:07:30,80.0099,74.7842,8.6685,647.8887,2025-03-26 12:21:02,5983.4779,80.0099,450.0,0.125,charge,0,0.013543988281250002
18,恒流充电,00:07:00,00:08:00,80.0099,74.7991,9.3353,697.7622,2025-03-26 12:21:32,5984.67,80.0099,480.0,0.13333333333333333,charge,0,0.01458578385416667
19,恒流充电,00:07:30,00:08:30,80.0223,74.8065,10.0021,747.643,2025-03-26 12:22:02,5986.1897,80.0223,510.0,0.14166666666666666,charge,0,0.015627740885416668
20,恒流充电,00:08:00,00:09:00,80.0161,74.8214,10.6689,797.5317,2025-03-26 12:22:32,5986.9174,80.0161,540.0,0.15,charge,0,0.016669617187500003
21,恒流充电,00:08:30,00:09:30,80.0099,74.8363,11.3357,847.4314,2025-03-26 12:23:02,5987.6464,80.0099,570.0,0.15833333333333333,charge,0,0.01771141276041667
22,恒流充电,00:09:00,00:10:00,80.0099,74.8586,12.0025,897.3411,2025-03-26 12:23:32,5989.4306,80.0099,600.0,0.16666666666666666,charge,0,0.018753208333333337
23,恒流充电,00:09:30,00:10:30,80.0037,74.8735,12.6693,947.2621,2025-03-26 12:24:02,5990.1585,80.0037,630.0,0.175,charge,0,0.019794923177083337
24,恒流充电,00:10:00,00:11:00,80.0037,74.8883,13.3361,997.194,2025-03-26 12:24:32,5991.3426,80.0037,660.0,0.18333333333333332,charge,0,0.020836638020833336
25,恒流充电,00:10:30,00:11:30,80.0223,74.9107,14.0029,1047.1372,2025-03-26 12:25:02,5994.528,80.0223,690.0,0.19166666666666668,charge,0,0.021878595052083335
26,恒流充电,00:11:00,00:12:00,80.0161,74.9255,14.6697,1097.0898,2025-03-26 12:25:32,5995.247,80.0161,720.0,0.2,charge,0,0.02292047135416667
27,恒流充电,00:11:30,00:12:30,80.0037,74.9404,15.3365,1147.0563,2025-03-26 12:26:02,5995.5108,80.0037,750.0,0.20833333333333334,charge,0,0.02396218619791667
28,恒流充电,00:12:00,00:13:00,80.0099,74.9553,16.0033,1197.0334,2025-03-26 12:26:32,5997.1676,80.0099,780.0,0.21666666666666667,charge,0,0.025003981770833336
29,恒流充电,00:12:30,00:13:30,80.0223,74.9776,16.6701,1247.0222,2025-03-26 12:27:02,5999.8815,80.0223,810.0,0.225,charge,0,0.026045938802083335
30,恒流充电,00:13:00,00:14:00,80.0099,74.9925,17.3369,1297.0222,2025-03-26 12:27:32,6000.1439,80.0099,840.0,0.23333333333333334,charge,0,0.027087734375000002
31,恒流充电,00:13:30,00:14:30,80.0223,75.0074,18.0037,1347.0325,2025-03-26 12:28:02,6002.2662,80.0223,870.0,0.24166666666666667,charge,0,0.02812969140625
32,恒流充电,00:14:00,00:15:00,80.0099,75.0223,18.6705,1397.053,2025-03-26 12:28:32,6002.5282,80.0099,900.0,0.25,charge,0,0.029171486979166668
33,恒流充电,00:14:30,00:15:30,80.0223,75.0372,19.3373,1447.0842,2025-03-26 12:29:02,6004.6508,80.0223,930.0,0.25833333333333336,charge,0,0.030213444010416667
34,恒流充电,00:15:00,00:16:00,80.0161,75.052,20.0041,1497.1264,2025-03-26 12:29:32,6005.3691,80.0161,960.0,0.26666666666666666,charge,0,0.0312553203125
35,恒流充电,00:15:30,00:16:30,80.0223,75.0669,20.6709,1547.1761,2025-03-26 12:30:02,6007.0275,80.0223,990.0,0.275,charge,0,0.03229727734375
36,恒流充电,00:16:00,00:17:00,80.0223,75.0818,21.3377,1597.2374,2025-03-26 12:30:32,6008.2198,80.0223,1020.0,0.2833333333333333,charge,0,0.033339234375
37,恒流充电,00:16:30,00:17:30,80.0099,75.0967,22.0045,1647.3069,2025-03-26 12:31:02,6008.481,80.0099,1050.0,0.2916666666666667,charge,0,0.03438102994791666
38,恒流充电,00:17:00,00:18:00,80.0223,75.1116,22.6713,1697.3855,2025-03-26 12:31:32,6010.6045,80.0223,1080.0,0.3,charge,0,0.03542298697916666
39,恒流充电,00:17:30,00:18:30,80.0285,75.119,23.3381,1747.4723,2025-03-26 12:32:02,6011.6624,80.0285,1110.0,0.30833333333333335,charge,0,0.03646502473958333
40,恒流充电,00:18:00,00:19:00,80.0161,75.1339,24.0049,1797.5687,2025-03-26 12:32:32,6011.9224,80.0161,1140.0,0.31666666666666665,charge,0,0.037506901041666665
41,恒流充电,00:18:30,00:19:30,80.0099,75.1413,24.6717,1847.6723,2025-03-26 12:33:02,6012.0494,80.0099,1170.0,0.325,charge,0,0.03854869661458333
42,恒流充电,00:19:00,00:20:00,80.0223,75.1562,25.3385,1897.7838,2025-03-26 12:33:32,6014.1735,80.0223,1200.0,0.3333333333333333,charge,0,0.03959065364583333
43,恒流充电,00:19:30,00:20:30,80.0161,75.1636,26.0053,1947.9025,2025-03-26 12:34:02,6014.2989,80.0161,1230.0,0.3416666666666667,charge,0,0.04063252994791666
44,恒流充电,00:20:00,00:21:00,80.0223,75.1785,26.6722,1998.0304,2025-03-26 12:34:32,6015.958,80.0223,1260.0,0.35,charge,0,0.04167448697916666
45,恒流充电,00:20:30,00:21:30,80.0161,75.186,27.339,2048.1642,2025-03-26 12:35:02,6016.0912,80.0161,1290.0,0.35833333333333334,charge,0,0.042716363281249996
46,恒流充电,00:21:00,00:22:00,80.0099,75.2008,28.0058,2098.3062,2025-03-26 12:35:32,6016.81,80.0099,1320.0,0.36666666666666664,charge,0,0.04375815885416666
47,恒流充电,00:21:30,00:22:30,80.0099,75.2157,28.6726,2148.4556,2025-03-26 12:36:02,6018.0021,80.0099,1350.0,0.375,charge,0,0.04479995442708332
48,恒流充电,00:22:00,00:23:00,80.0099,75.2232,29.3394,2198.613,2025-03-26 12:36:32,6018.6022,80.0099,1380.0,0.38333333333333336,charge,0,0.04584174999999999
49,恒流充电,00:22:30,00:23:30,80.0099,75.2306,30.0062,2248.7777,2025-03-26 12:37:02,6019.1943,80.0099,1410.0,0.39166666666666666,charge,0,0.04688354557291665
50,恒流充电,00:23:00,00:24:00,80.0223,75.2529,30.673,2298.9505,2025-03-26 12:37:32,6021.9116,80.0223,1440.0,0.4,charge,0,0.04792550260416665
51,恒流充电,00:23:30,00:24:30,80.0223,75.2604,31.3398,2349.1339,2025-03-26 12:38:02,6022.5118,80.0223,1470.0,0.4083333333333333,charge,0,0.04896745963541665
52,恒流充电,00:24:00,00:25:00,80.0161,75.2752,32.0066,2399.3245,2025-03-26 12:38:32,6023.2287,80.0161,1500.0,0.4166666666666667,charge,0,0.05000933593749998
53,恒流充电,00:24:30,00:25:30,80.0161,75.2827,32.6734,2449.5201,2025-03-26 12:39:02,6023.8288,80.0161,1530.0,0.425,charge,0,0.05105121223958332
54,恒流充电,00:25:00,00:26:00,80.0099,75.2901,33.3402,2499.7222,2025-03-26 12:39:32,6023.9549,80.0099,1560.0,0.43333333333333335,charge,0,0.05209300781249998
55,恒流充电,00:25:30,00:26:30,80.0223,75.3125,34.007,2549.932,2025-03-26 12:40:02,6026.681,80.0223,1590.0,0.44166666666666665,charge,0,0.05313496484374998
56,恒流充电,00:26:00,00:27:00,80.0223,75.3125,34.6738,2600.1494,2025-03-26 12:40:32,6026.681,80.0223,1620.0,0.45,charge,0,0.05417692187499998
57,恒流充电,00:26:30,00:27:30,80.0037,75.3273,35.3406,2650.3749,2025-03-26 12:41:02,6026.4642,80.0037,1650.0,0.4583333333333333,charge,0,0.05521863671874998
58,恒流充电,00:27:00,00:28:00,80.0099,75.3348,36.0075,2700.6071,2025-03-26 12:41:32,6027.5313,80.0099,1680.0,0.4666666666666667,charge,0,0.05626043229166664
59,恒流充电,00:27:30,00:28:30,80.0161,75.3497,36.6742,2750.8441,2025-03-26 12:42:02,6029.1899,80.0161,1710.0,0.475,charge,0,0.057302308593749976
60,恒流充电,00:28:00,00:29:00,80.0161,75.3645,37.341,2801.0911,2025-03-26 12:42:32,6030.3741,80.0161,1740.0,0.48333333333333334,charge,0,0.05834418489583331
61,恒流充电,00:28:30,00:29:30,80.0161,75.372,38.0079,2851.3448,2025-03-26 12:43:02,6030.9742,80.0161,1770.0,0.49166666666666664,charge,0,0.059386061197916645
62,恒流充电,00:29:00,00:30:00,80.0099,75.3794,38.6747,2901.6053,2025-03-26 12:43:32,6031.0998,80.0099,1800.0,0.5,charge,0,0.06042785677083331
63,恒流充电,00:29:30,00:30:30,80.0161,75.3869,39.3415,2951.872,2025-03-26 12:44:02,6032.1665,80.0161,1830.0,0.5083333333333333,charge,0,0.061469733072916644
64,恒流充电,00:30:00,00:31:00,80.0161,75.4017,40.0083,3002.1455,2025-03-26 12:44:32,6033.3507,80.0161,1860.0,0.5166666666666667,charge,0,0.06251160937499997
65,恒流充电,00:30:30,00:31:30,80.0099,75.4092,40.6751,3052.426,2025-03-26 12:45:02,6033.4841,80.0099,1890.0,0.525,charge,0,0.06355340494791664
66,恒流充电,00:31:00,00:32:00,80.0161,75.4166,41.3419,3102.7124,2025-03-26 12:45:32,6034.543,80.0161,1920.0,0.5333333333333333,charge,0,0.06459528124999997
67,恒流充电,00:31:30,00:32:30,80.0285,75.4315,42.0087,3153.009,2025-03-26 12:46:02,6036.6713,80.0285,1950.0,0.5416666666666666,charge,0,0.06563731901041664
68,恒流充电,00:32:00,00:33:00,80.0037,75.4315,42.6755,3203.3068,2025-03-26 12:46:32,6034.8006,80.0037,1980.0,0.55,charge,0,0.06667903385416664
69,恒流充电,00:32:30,00:33:30,80.0161,75.4464,43.3423,3253.6119,2025-03-26 12:47:02,6036.9274,80.0161,2010.0,0.5583333333333333,charge,0,0.06772091015624997
70,恒流充电,00:33:00,00:34:00,80.0161,75.4538,44.0091,3303.9228,2025-03-26 12:47:32,6037.5196,80.0161,2040.0,0.5666666666666667,charge,0,0.0687627864583333
71,恒流充电,00:33:30,00:34:30,80.0223,75.4687,44.6759,3354.2388,2025-03-26 12:48:02,6039.1805,80.0223,2070.0,0.575,charge,0,0.06980474348958329
72,恒流充电,00:34:00,00:35:00,80.0161,75.4761,45.3427,3404.5606,2025-03-26 12:48:32,6039.3039,80.0161,2100.0,0.5833333333333334,charge,0,0.07084661979166662
73,恒流充电,00:34:30,00:35:30,80.0099,75.4761,46.0095,3454.8879,2025-03-26 12:49:02,6038.8367,80.0099,2130.0,0.5916666666666667,charge,0,0.07188841536458329
74,恒流充电,00:35:00,00:36:00,80.0223,75.4836,46.6763,3505.2192,2025-03-26 12:49:32,6040.3728,80.0223,2160.0,0.6,charge,0,0.07293037239583329
75,恒流充电,00:35:30,00:36:30,80.0161,75.491,47.3431,3555.5559,2025-03-26 12:50:02,6040.4962,80.0161,2190.0,0.6083333333333333,charge,0,0.07397224869791662
76,恒流充电,00:36:00,00:37:00,80.0099,75.4985,48.0099,3605.8996,2025-03-26 12:50:32,6040.6289,80.0099,2220.0,0.6166666666666667,charge,0,0.07501404427083329
77,恒流充电,00:36:30,00:37:30,80.0285,75.5059,48.6767,3656.2451,2025-03-26 12:51:02,6042.6254,80.0285,2250.0,0.625,charge,0,0.07605608203124996
78,恒流充电,00:37:00,00:38:00,80.0099,75.5133,49.3435,3706.596,2025-03-26 12:51:32,6041.8131,80.0099,2280.0,0.6333333333333333,charge,0,0.07709787760416663
79,恒流充电,00:37:30,00:38:30,80.0223,75.5208,50.0103,3756.951,2025-03-26 12:52:02,6043.3496,80.0223,2310.0,0.6416666666666667,charge,0,0.07813983463541663
80,恒流充电,00:38:00,00:39:00,80.0161,75.5282,50.6771,3807.3114,2025-03-26 12:52:32,6043.4728,80.0161,2340.0,0.65,charge,0,0.07918171093749996
81,恒流充电,00:38:30,00:39:30,80.0099,75.5357,51.344,3857.6754,2025-03-26 12:53:02,6043.6053,80.0099,2370.0,0.6583333333333333,charge,0,0.08022350651041663
82,恒流充电,00:39:00,00:40:00,80.0099,75.5431,52.0108,3908.0435,2025-03-26 12:53:32,6044.1974,80.0099,2400.0,0.6666666666666666,charge,0,0.0812653020833333
83,恒流充电,00:39:30,00:40:30,80.0161,75.5505,52.6776,3958.4177,2025-03-26 12:54:02,6045.2571,80.0161,2430.0,0.675,charge,0,0.08230717838541662
84,恒流充电,00:40:00,00:41:00,80.0161,75.5505,53.3444,4008.7938,2025-03-26 12:54:32,6045.2571,80.0161,2460.0,0.6833333333333333,charge,0,0.08334905468749995
85,恒流充电,00:40:30,00:41:30,80.0099,75.558,54.0112,4059.1753,2025-03-26 12:55:02,6045.3895,80.0099,2490.0,0.6916666666666667,charge,0,0.08439085026041662
86,恒流充电,00:41:00,00:42:00,80.0099,75.5654,54.678,4109.5605,2025-03-26 12:55:32,6045.9816,80.0099,2520.0,0.7,charge,0,0.08543264583333329
87,恒流充电,00:41:30,00:42:30,80.0285,75.5729,55.3448,4159.9497,2025-03-26 12:56:02,6047.9873,80.0285,2550.0,0.7083333333333334,charge,0,0.08647468359374996
88,恒流充电,00:42:00,00:43:00,80.0161,75.5729,56.0116,4210.3428,2025-03-26 12:56:32,6047.0495,80.0161,2580.0,0.7166666666666667,charge,0,0.08751655989583329
89,恒流充电,00:42:29,00:43:29,80.0099,75.5803,56.6764,4260.5871,2025-03-26 12:57:02,6047.1738,80.0099,2609.0,0.7247222222222223,charge,0,0.08852362894965274
90,恒流充电,00:42:59,00:43:59,80.0223,75.5877,57.3432,4310.9865,2025-03-26 12:57:32,6048.7031,80.0223,2639.0,0.7330555555555556,charge,0,0.08956558598090274
91,恒流充电,00:43:29,00:44:29,80.0099,75.5952,58.01,4361.3891,2025-03-26 12:58:02,6048.3659,80.0099,2669.0,0.7413888888888889,charge,0,0.09060738155381941
92,恒流充电,00:43:59,00:44:59,80.0223,75.6026,58.6768,4411.7994,2025-03-26 12:58:32,6049.8955,80.0223,2699.0,0.7497222222222222,charge,0,0.0916493385850694
93,恒流充电,00:44:29,00:45:29,80.0161,75.6026,59.3436,4462.2126,2025-03-26 12:59:02,6049.426,80.0161,2729.0,0.7580555555555556,charge,0,0.09269121488715273
94,恒流充电,00:44:59,00:45:59,80.0161,75.6101,60.0104,4512.6287,2025-03-26 12:59:32,6050.0261,80.0161,2759.0,0.7663888888888889,charge,0,0.09373309118923606
95,恒流充电,00:45:29,00:46:29,80.0099,75.6175,60.6772,4563.0503,2025-03-26 13:00:02,6050.1501,80.0099,2789.0,0.7747222222222222,charge,0,0.09477488676215273
96,恒流充电,00:45:59,00:46:59,80.0223,75.6175,61.344,4613.4748,2025-03-26 13:00:32,6051.0878,80.0223,2819.0,0.7830555555555555,charge,0,0.09581684379340273
97,恒流充电,00:46:29,00:47:29,80.0161,75.6324,62.0108,4663.9022,2025-03-26 13:01:02,6051.8104,80.0161,2849.0,0.7913888888888889,charge,0,0.09685872009548606
98,恒流充电,00:46:59,00:47:59,80.0099,75.6324,62.6776,4714.3343,2025-03-26 13:01:32,6051.3423,80.0099,2879.0,0.7997222222222222,charge,0,0.09790051566840273
99,恒流充电,00:47:29,00:48:29,80.0161,75.6398,63.3444,4764.7701,2025-03-26 13:02:02,6052.4026,80.0161,2909.0,0.8080555555555555,charge,0,0.09894239197048606
100,恒流充电,00:47:59,00:48:59,80.0161,75.6473,64.0112,4815.2088,2025-03-26 13:02:32,6053.0027,80.0161,2939.0,0.8163888888888889,charge,0,0.09998426827256938
101,恒流充电,00:48:29,00:49:29,80.0099,75.6547,64.678,4865.6533,2025-03-26 13:03:02,6053.1265,80.0099,2969.0,0.8247222222222222,charge,0,0.10102606384548606
102,恒流充电,00:48:59,00:49:59,80.0099,75.6547,65.3448,4916.1011,2025-03-26 13:03:32,6053.1265,80.0099,2999.0,0.8330555555555555,charge,0,0.10206785941840273
103,恒流充电,00:49:29,00:50:29,80.0099,75.6622,66.0116,4966.5515,2025-03-26 13:04:02,6053.7266,80.0099,3029.0,0.8413888888888889,charge,0,0.1031096549913194
104,恒流充电,00:49:59,00:50:59,80.0161,75.6696,66.6784,5017.0036,2025-03-26 13:04:32,6054.787,80.0161,3059.0,0.8497222222222223,charge,0,0.10415153129340272
105,恒流充电,00:50:29,00:51:29,80.0223,75.677,67.3452,5067.4602,2025-03-26 13:05:02,6055.8491,80.0223,3089.0,0.8580555555555556,charge,0,0.10519348832465272
106,恒流充电,00:50:59,00:51:59,80.0223,75.677,68.012,5117.9196,2025-03-26 13:05:32,6055.8491,80.0223,3119.0,0.8663888888888889,charge,0,0.10623544535590272
107,恒流充电,00:51:29,00:52:29,80.0099,75.677,68.6788,5168.3812,2025-03-26 13:06:02,6054.9107,80.0099,3149.0,0.8747222222222222,charge,0,0.10727724092881939
108,恒流充电,00:51:59,00:52:59,80.0161,75.6845,69.3456,5218.8479,2025-03-26 13:06:32,6055.9793,80.0161,3179.0,0.8830555555555556,charge,0,0.10831911723090272
109,恒流充电,00:52:29,00:53:29,80.0099,75.6919,70.0124,5269.318,2025-03-26 13:07:02,6056.1029,80.0099,3209.0,0.8913888888888889,charge,0,0.10936091280381939
110,恒流充电,00:52:59,00:53:59,80.0099,75.6994,70.6792,5319.7909,2025-03-26 13:07:32,6056.7029,80.0099,3239.0,0.8997222222222222,charge,0,0.11040270837673606
111,恒流充电,00:53:29,00:54:29,80.0161,75.6994,71.346,5370.2689,2025-03-26 13:08:02,6057.1715,80.0161,3269.0,0.9080555555555555,charge,0,0.11144458467881939
112,恒流充电,00:53:59,00:54:59,80.0161,75.7068,72.0128,5420.7494,2025-03-26 13:08:32,6057.7636,80.0161,3299.0,0.9163888888888889,charge,0,0.11248646098090272
113,恒流充电,00:54:29,00:55:29,80.0223,75.7142,72.6796,5471.2322,2025-03-26 13:09:02,6058.8259,80.0223,3329.0,0.9247222222222222,charge,0,0.11352841801215272
114,恒流充电,00:54:59,00:55:59,80.0223,75.7217,73.3464,5521.7193,2025-03-26 13:09:32,6059.4261,80.0223,3359.0,0.9330555555555555,charge,0,0.11457037504340271
115,恒流充电,00:55:29,00:56:29,80.0285,75.7217,74.0132,5572.2093,2025-03-26 13:10:02,6059.8956,80.0285,3389.0,0.9413888888888889,charge,0,0.11561241280381938
116,恒流充电,00:55:59,00:56:59,80.0223,75.7291,74.6801,5622.7037,2025-03-26 13:10:32,6060.0183,80.0223,3419.0,0.9497222222222222,charge,0,0.11665436983506938
117,恒流充电,00:56:29,00:57:29,80.0037,75.7291,75.3469,5673.1996,2025-03-26 13:11:02,6058.6097,80.0037,3449.0,0.9580555555555555,charge,0,0.11769608467881938
118,恒流充电,00:56:59,00:57:59,80.0161,75.7366,76.0137,5723.6969,2025-03-26 13:11:32,6060.1481,80.0161,3479.0,0.9663888888888889,charge,0,0.11873796098090271
119,恒流充电,00:57:29,00:58:29,80.0223,75.744,76.6805,5774.1982,2025-03-26 13:12:02,6061.2106,80.0223,3509.0,0.9747222222222223,charge,0,0.11977991801215271
120,恒流充电,00:57:59,00:58:59,80.0223,75.744,77.3473,5824.7031,2025-03-26 13:12:32,6061.2106,80.0223,3539.0,0.9830555555555556,charge,0,0.12082187504340271
121,恒流充电,00:58:29,00:59:29,80.0161,75.7514,78.0141,5875.2121,2025-03-26 13:13:02,6061.3324,80.0161,3569.0,0.9913888888888889,charge,0,0.12186375134548603
122,恒流充电,00:58:59,00:59:59,80.0099,75.7589,78.6809,5925.7236,2025-03-26 13:13:32,6061.4635,80.0099,3599.0,0.9997222222222222,charge,0,0.1229055469184027
123,恒流充电,00:59:29,01:00:29,80.0161,75.7514,79.3477,5976.2362,2025-03-26 13:14:02,6061.3324,80.0161,3629.0,1.0080555555555555,charge,0,0.12394742322048603
124,恒流充电,00:59:59,01:00:59,80.0161,75.7589,80.0145,6026.7521,2025-03-26 13:14:32,6061.9325,80.0161,3659.0,1.0163888888888888,charge,0,0.12498929952256936
125,恒流充电,01:00:00,01:01:00,80.0099,75.7589,80.0158,6026.8526,2025-03-26 13:14:32,6061.4635,80.0099,3660.0,1.0166666666666666,charge,0,0.12502402604166657
126,搁置,00:00:00,01:01:00,0.0,71.0491,0.0,0.0,2025-03-26 13:14:32,0.0,0.0,3660.0,1.0166666666666666,rest,0,0.12502402604166657
127,搁置,00:00:30,01:01:30,0.0,70.7068,0.0,0.0,2025-03-26 13:15:02,0.0,0.0,3690.0,1.025,rest,0,0.12502402604166657
128,搁置,00:01:00,01:02:00,0.0,70.5877,0.0,0.0,2025-03-26 13:15:32,0.0,0.0,3720.0,1.0333333333333334,rest,0,0.12502402604166657
129,恒流放电,00:00:00,01:02:00,-80.0037,67.1056,0.0,0.0,2025-03-26 13:15:32,-5368.6976,-80.0037,3720.0,1.0333333333333334,discharge,0,0.12502402604166657
130,恒流放电,00:00:30,01:02:30,-80.0037,65.625,0.6667,43.8521,2025-03-26 13:16:02,-5250.2441,-80.0037,3750.0,1.0416666666666667,discharge,0,0.1238976740281477
131,恒流放电,00:01:00,01:03:00,-79.9975,65.4464,1.3334,87.5244,2025-03-26 13:16:32,-5235.5497,-79.9975,3780.0,1.05,discharge,0,0.12277140930287281
132,恒流放电,00:01:30,01:03:30,-80.0037,65.4613,2.0001,131.1598,2025-03-26 13:17:02,-5237.1475,-80.0037,3810.0,1.0583333333333333,discharge,0,0.12164505728935394
133,恒流放电,00:02:00,01:04:00,-80.0099,65.4538,2.6668,174.7987,2025-03-26 13:17:32,-5236.9533,-80.0099,3840.0,1.0666666666666667,discharge,0,0.12051861798759111
134,恒流放电,00:02:30,01:04:30,-80.0099,65.4315,3.3335,218.4288,2025-03-26 13:18:02,-5235.1691,-80.0099,3870.0,1.075,discharge,0,0.11939217868582828
135,恒流放电,00:03:00,01:05:00,-80.0037,65.4166,4.0002,262.0457,2025-03-26 13:18:32,-5233.5713,-80.0037,3900.0,1.0833333333333333,discharge,0,0.11826582667230942
136,恒流放电,00:03:30,01:05:30,-80.0037,65.3943,4.6669,305.6498,2025-03-26 13:19:02,-5231.7873,-80.0037,3930.0,1.0916666666666666,discharge,0,0.11713947465879056
137,恒流放电,00:04:00,01:06:00,-80.0037,65.372,5.3336,349.2416,2025-03-26 13:19:32,-5230.0032,-80.0037,3960.0,1.1,discharge,0,0.1160131226452717
138,恒流放电,00:04:30,01:06:30,-80.0099,65.3571,6.0003,392.8229,2025-03-26 13:20:02,-5229.2163,-80.0099,3990.0,1.1083333333333334,discharge,0,0.11488668334350886
139,恒流放电,00:05:00,01:07:00,-79.9975,65.3497,6.667,436.3947,2025-03-26 13:20:32,-5227.8139,-79.9975,4020.0,1.1166666666666667,discharge,0,0.11376041861823397
140,恒流放电,00:05:30,01:07:30,-80.0037,65.3273,7.3336,479.9551,2025-03-26 13:21:02,-5226.427,-80.0037,4050.0,1.125,discharge,0,0.1126340666047151
141,恒流放电,00:06:00,01:08:00,-79.9975,65.3125,8.0003,523.5048,2025-03-26 13:21:32,-5224.838,-79.9975,4080.0,1.1333333333333333,discharge,0,0.1115078018794402
142,恒流放电,00:06:30,01:08:30,-80.0099,65.2976,8.667,567.0437,2025-03-26 13:22:02,-5224.4558,-80.0099,4110.0,1.1416666666666666,discharge,0,0.11038136257767737
143,恒流放电,00:07:00,01:09:00,-79.9975,65.2827,9.3337,610.5719,2025-03-26 13:22:32,-5222.4541,-79.9975,4140.0,1.15,discharge,0,0.10925509785240248
144,恒流放电,00:07:30,01:09:30,-80.0037,65.2678,10.0004,654.0876,2025-03-26 13:23:02,-5221.6668,-80.0037,4170.0,1.1583333333333334,discharge,0,0.10812874583888361
145,恒流放电,00:08:00,01:10:00,-79.9975,65.2529,10.6671,697.5934,2025-03-26 13:23:32,-5220.0702,-79.9975,4200.0,1.1666666666666667,discharge,0,0.10700248111360872
146,恒流放电,00:08:30,01:10:30,-79.9975,65.2306,11.3338,741.088,2025-03-26 13:24:02,-5218.2862,-79.9975,4230.0,1.175,discharge,0,0.10587621638833382
147,恒流放电,00:09:00,01:11:00,-79.9975,65.2157,12.0005,784.5709,2025-03-26 13:24:32,-5217.0943,-79.9975,4260.0,1.1833333333333333,discharge,0,0.10474995166305892
148,恒流放电,00:09:30,01:11:30,-80.0037,65.1934,12.6672,828.0426,2025-03-26 13:25:02,-5215.7145,-80.0037,4290.0,1.1916666666666667,discharge,0,0.10362359964954006
149,恒流放电,00:10:00,01:12:00,-79.9975,65.1785,13.3339,871.5027,2025-03-26 13:25:32,-5214.1184,-79.9975,4320.0,1.2,discharge,0,0.10249733492426516
150,恒流放电,00:10:30,01:12:30,-79.9975,65.1636,14.0006,914.951,2025-03-26 13:26:02,-5212.9264,-79.9975,4350.0,1.2083333333333333,discharge,0,0.10137107019899026
151,恒流放电,00:11:00,01:13:00,-80.0037,65.1413,14.6673,958.3892,2025-03-26 13:26:32,-5211.5463,-80.0037,4380.0,1.2166666666666666,discharge,0,0.1002447181854714
152,恒流放电,00:11:30,01:13:30,-80.0037,65.1264,15.334,1001.8143,2025-03-26 13:27:02,-5210.3543,-80.0037,4410.0,1.225,discharge,0,0.09911836617195253
153,恒流放电,00:12:00,01:14:00,-80.0037,65.1041,16.0007,1045.2267,2025-03-26 13:27:32,-5208.5702,-80.0037,4440.0,1.2333333333333334,discharge,0,0.09799201415843367
