数据序号,工步类型,时间,总时间,电流(A),电压(V),容量(Ah),能量(Wh),绝对时间,功率(W),current_A,time_s,abs_time_h,step,cycle_id,SOC
441,恒流放电,00:36:00,03:35:56,-79.9975,64.1145,48.002,3108.7449,2025-03-26 15:49:29,-5129.001,-79.9975,12956.0,3.598888888888889,discharge,1,0.0401030676758174
442,恒流放电,00:36:30,03:36:26,-80.0037,64.0848,48.6687,3151.481,2025-03-26 15:49:59,-5127.0224,-80.0037,12986.0,3.607222222222222,discharge,1,0.03892355761995791
443,恒流放电,00:37:00,03:36:56,-79.9975,64.0699,49.3354,3194.2006,2025-03-26 15:50:29,-5125.4331,-79.9975,13016.0,3.6155555555555554,discharge,1,0.03774413897190013
444,恒流放电,00:37:30,03:37:26,-80.0037,64.0327,50.0021,3236.9017,2025-03-26 15:50:59,-5122.8542,-80.0037,13046.0,3.6238888888888887,discharge,1,0.03656462891604064
445,恒流放电,00:38:00,03:37:56,-80.0037,64.0029,50.6688,3279.5838,2025-03-26 15:51:29,-5120.4701,-80.0037,13076.0,3.632222222222222,discharge,1,0.03538511886018115
446,恒流放电,00:38:30,03:38:26,-80.0037,63.9732,51.3355,3322.2459,2025-03-26 15:51:59,-5118.094,-80.0037,13106.0,3.6405555555555558,discharge,1,0.034205608804321656
447,恒流放电,00:39:00,03:38:56,-79.9975,63.9508,52.0022,3364.888,2025-03-26 15:52:29,-5115.9054,-79.9975,13136.0,3.648888888888889,discharge,1,0.03302619015626388
448,恒流放电,00:39:30,03:39:26,-79.9975,63.9136,52.6689,3407.5075,2025-03-26 15:52:59,-5112.9295,-79.9975,13166.0,3.6572222222222224,discharge,1,0.031846771508206105
449,恒流放电,00:40:00,03:39:56,-80.0037,63.869,53.3356,3450.1019,2025-03-26 15:53:29,-5109.7576,-80.0037,13196.0,3.6655555555555557,discharge,1,0.030667261452346613
450,恒流放电,00:40:30,03:40:26,-80.0037,63.8318,54.0023,3492.6701,2025-03-26 15:53:59,-5106.7815,-80.0037,13226.0,3.673888888888889,discharge,1,0.02948775139648712
451,恒流放电,00:41:00,03:40:56,-80.0161,63.7797,54.669,3535.2092,2025-03-26 15:54:29,-5103.4035,-80.0161,13256.0,3.6822222222222223,discharge,1,0.02830805852502419
452,恒流放电,00:41:30,03:41:26,-80.0099,63.7202,55.3357,3577.7136,2025-03-26 15:54:59,-5098.2481,-80.0099,13286.0,3.6905555555555556,discharge,1,0.027128457061362982
453,恒流放电,00:42:00,03:41:56,-80.0037,63.6681,56.0024,3620.1817,2025-03-26 15:55:29,-5093.6848,-80.0037,13316.0,3.698888888888889,discharge,1,0.02594894700550349
454,恒流放电,00:42:30,03:42:26,-80.0037,63.6011,56.6691,3662.6072,2025-03-26 15:55:59,-5088.3246,-80.0037,13346.0,3.707222222222222,discharge,1,0.024769436949643998
455,恒流放电,00:43:00,03:42:56,-80.0037,63.5267,57.3358,3704.9835,2025-03-26 15:56:29,-5082.3723,-80.0037,13376.0,3.7155555555555555,discharge,1,0.023589926893784505
456,恒流放电,00:43:30,03:43:26,-80.0037,63.4375,58.0025,3747.3062,2025-03-26 15:56:59,-5075.236,-80.0037,13406.0,3.723888888888889,discharge,1,0.022410416837925013
457,恒流放电,00:44:00,03:43:56,-79.9975,63.3407,58.6692,3789.5653,2025-03-26 15:57:29,-5067.0989,-79.9975,13436.0,3.732222222222222,discharge,1,0.02123099818986724
458,恒流放电,00:44:30,03:44:26,-80.0099,63.2217,59.3358,3831.7534,2025-03-26 15:57:59,-5058.3632,-80.0099,13466.0,3.7405555555555554,discharge,1,0.020051396726206032
459,恒流放电,00:45:00,03:44:56,-80.0099,63.0877,60.0025,3873.8603,2025-03-26 15:58:29,-5047.6418,-80.0099,13496.0,3.7488888888888887,discharge,1,0.018871795262544823
460,恒流放电,00:45:30,03:45:26,-79.9975,62.9389,60.6692,3915.8739,2025-03-26 15:58:59,-5034.9559,-79.9975,13526.0,3.757222222222222,discharge,1,0.01769237661448705
461,恒流放电,00:46:00,03:45:56,-80.0037,62.7678,61.3359,3957.7802,2025-03-26 15:59:29,-5021.6575,-80.0037,13556.0,3.7655555555555558,discharge,1,0.01651286655862756
462,恒流放电,00:46:30,03:46:26,-79.9975,62.5669,62.0026,3999.563,2025-03-26 15:59:59,-5005.1968,-79.9975,13586.0,3.773888888888889,discharge,1,0.015333447910569785
463,恒流放电,00:47:00,03:46:56,-79.9975,62.3214,62.6693,4041.1973,2025-03-26 16:00:29,-4985.5574,-79.9975,13616.0,3.7822222222222224,discharge,1,0.01415402926251201
464,恒流放电,00:47:30,03:47:26,-80.0037,62.0238,63.336,4082.6521,2025-03-26 16:00:59,-4962.1347,-80.0037,13646.0,3.7905555555555557,discharge,1,0.012974519206652518
465,恒流放电,00:48:00,03:47:56,-80.0037,61.6517,64.0027,4123.8874,2025-03-26 16:01:29,-4932.3653,-80.0037,13676.0,3.798888888888889,discharge,1,0.011795009150793026
466,恒流放电,00:48:30,03:48:26,-80.0099,61.1681,64.6694,4164.8397,2025-03-26 16:01:59,-4894.0548,-80.0099,13706.0,3.8072222222222223,discharge,1,0.010615407687131815
467,恒流放电,00:49:00,03:48:56,-80.0037,60.5357,65.3361,4205.4211,2025-03-26 16:02:29,-4843.0812,-80.0037,13736.0,3.8155555555555556,discharge,1,0.009435897631272323
468,恒流放电,00:49:30,03:49:26,-79.9975,59.6875,66.0028,4245.5087,2025-03-26 16:02:59,-4774.852,-79.9975,13766.0,3.823888888888889,discharge,1,0.008256478983214549
469,恒流放电,00:50:00,03:49:56,-79.9975,58.5863,66.6695,4284.949,2025-03-26 16:03:29,-4686.7587,-79.9975,13796.0,3.832222222222222,discharge,1,0.007077060335156775
470,恒流放电,00:50:30,03:50:26,-80.0037,57.2842,67.3362,4323.584,2025-03-26 16:03:59,-4582.9491,-80.0037,13826.0,3.8405555555555555,discharge,1,0.005897550279297284
471,恒流放电,00:51:00,03:50:56,-79.9975,55.6845,68.0029,4361.2599,2025-03-26 16:04:29,-4454.6219,-79.9975,13856.0,3.848888888888889,discharge,1,0.004718131631239511
472,恒流放电,00:51:30,03:51:26,-80.0037,53.7351,68.6696,4397.7587,2025-03-26 16:04:59,-4299.0079,-80.0037,13886.0,3.857222222222222,discharge,1,0.0035386215753800193
473,恒流放电,00:52:00,03:51:56,-80.0037,51.2202,69.3363,4432.7895,2025-03-26 16:05:29,-4097.8065,-80.0037,13916.0,3.8655555555555554,discharge,1,0.002359111519520528
474,恒流放电,00:52:30,03:52:26,-80.0099,47.8199,70.003,4465.8531,2025-03-26 16:05:59,-3826.0664,-80.0099,13946.0,3.8738888888888887,discharge,1,0.0011795100558593178
475,恒流放电,00:53:00,03:52:56,-80.0037,43.6607,70.6697,4496.3944,2025-03-26 16:06:29,-3493.0184,-80.0037,13976.0,3.882222222222222,discharge,1,0.0
476,恒流放电,00:53:23,03:53:20,-80.0037,40.0,71.1948,4518.3795,2025-03-26 16:06:52,-3200.1488,-80.0037,14000.0,3.888888888888889,discharge,2,0.0
477,搁置,00:00:00,03:53:20,0.0,56.2797,0.0,0.0,2025-03-26 16:06:53,0.0,0.0,14000.0,3.888888888888889,rest,2,0.0
478,搁置,00:00:30,03:53:50,0.0,63.9583,0.0,0.0,2025-03-26 16:07:22,0.0,0.0,14030.0,3.897222222222222,rest,2,0.0
479,搁置,00:01:00,03:54:20,0.0,65.4092,0.0,0.0,2025-03-26 16:07:52,0.0,0.0,14060.0,3.9055555555555554,rest,2,0.0
480,恒流充电,00:00:00,03:54:20,80.0285,72.4479,0.0,0.0,2025-03-26 16:07:52,5797.8982,80.0285,14060.0,3.9055555555555554,charge,2,0.0
481,恒流充电,00:00:30,03:54:50,80.0223,73.244,0.6668,48.6438,2025-03-26 16:08:22,5861.1548,80.0223,14090.0,3.9138888888888888,charge,2,0.00104195703125
482,恒流充电,00:01:00,03:55:20,80.0161,73.6532,1.3336,97.6398,2025-03-26 16:08:52,5893.4426,80.0161,14120.0,3.922222222222222,charge,2,0.0020838333333333334
483,恒流充电,00:01:30,03:55:50,80.0223,73.7872,2.0004,146.8021,2025-03-26 16:09:22,5904.6229,80.0223,14150.0,3.9305555555555554,charge,2,0.0031257903645833334
484,恒流充电,00:02:00,03:56:20,80.0161,73.8541,2.6672,196.0293,2025-03-26 16:09:52,5909.5178,80.0161,14180.0,3.938888888888889,charge,2,0.004167666666666667
485,恒流充电,00:02:30,03:56:50,80.0223,73.8913,3.334,245.2881,2025-03-26 16:10:22,5912.9533,80.0223,14210.0,3.9472222222222224,charge,2,0.005209623697916667
486,恒流充电,00:03:00,03:57:20,80.0099,73.9062,4.0008,294.5635,2025-03-26 16:10:52,5913.2291,80.0099,14240.0,3.9555555555555557,charge,2,0.006251419270833334
487,恒流充电,00:03:30,03:57:50,80.0161,73.9136,4.6676,343.8463,2025-03-26 16:11:22,5914.2787,80.0161,14270.0,3.963888888888889,charge,2,0.007293295572916667
488,恒流充电,00:04:00,03:58:20,80.0161,73.9285,5.3344,393.1364,2025-03-26 16:11:52,5915.471,80.0161,14300.0,3.9722222222222223,charge,2,0.008335171875
489,恒流充电,00:04:30,03:58:50,80.0223,73.936,6.0012,442.432,2025-03-26 16:12:22,5916.5303,80.0223,14330.0,3.9805555555555556,charge,2,0.00937712890625
490,恒流充电,00:05:00,03:59:20,80.0223,73.9434,6.668,491.7332,2025-03-26 16:12:52,5917.1224,80.0223,14360.0,3.988888888888889,charge,2,0.010419085937500001
491,恒流充电,00:05:30,03:59:50,80.0161,73.9508,7.3348,541.04,2025-03-26 16:13:22,5917.2553,80.0161,14390.0,3.9972222222222222,charge,2,0.011460962239583334
492,恒流充电,00:06:00,04:00:20,80.0223,73.9657,8.0016,590.3531,2025-03-26 16:13:52,5918.9069,80.0223,14420.0,4.0055555555555555,charge,2,0.012502919270833334
493,恒流充电,00:06:30,04:00:50,80.0223,73.9657,8.6684,639.6715,2025-03-26 16:14:22,5918.9069,80.0223,14450.0,4.013888888888889,charge,2,0.013544876302083335
494,恒流充电,00:07:00,04:01:20,80.0223,73.9806,9.3352,688.9954,2025-03-26 16:14:52,5920.0992,80.0223,14480.0,4.022222222222222,charge,2,0.014586833333333335
495,恒流充电,00:07:30,04:01:50,80.0099,73.988,10.002,738.3272,2025-03-26 16:15:22,5919.774,80.0099,14510.0,4.030555555555556,charge,2,0.01562862890625
496,恒流充电,00:08:00,04:02:20,80.0161,74.0029,10.6688,787.6661,2025-03-26 16:15:52,5921.4242,80.0161,14540.0,4.038888888888889,charge,2,0.016670505208333335
497,恒流充电,00:08:30,04:02:50,80.0223,74.0104,11.3356,837.012,2025-03-26 16:16:22,5922.4839,80.0223,14570.0,4.0472222222222225,charge,2,0.017712462239583334
498,恒流充电,00:09:00,04:03:20,80.0161,74.0252,12.0024,886.3663,2025-03-26 16:16:52,5923.2085,80.0161,14600.0,4.055555555555555,charge,2,0.01875433854166667
499,恒流充电,00:09:30,04:03:50,80.0161,74.0327,12.6692,935.7285,2025-03-26 16:17:22,5923.8087,80.0161,14630.0,4.063888888888889,charge,2,0.019796214843750003
500,恒流充电,00:10:00,04:04:20,80.0223,74.0476,13.336,985.0986,2025-03-26 16:17:52,5925.4607,80.0223,14660.0,4.072222222222222,charge,2,0.020838171875000002
501,恒流充电,00:10:30,04:04:50,80.0161,74.055,14.0028,1034.4777,2025-03-26 16:18:22,5925.593,80.0161,14690.0,4.080555555555556,charge,2,0.021880048177083337
502,恒流充电,00:11:00,04:05:20,80.0223,74.0773,14.6697,1083.8655,2025-03-26 16:18:52,5927.8374,80.0223,14720.0,4.088888888888889,charge,2,0.022922005208333335
503,恒流充电,00:11:30,04:05:50,80.0161,74.0922,15.3365,1133.2626,2025-03-26 16:19:22,5928.5696,80.0161,14750.0,4.097222222222222,charge,2,0.02396388151041667
504,恒流充电,00:12:00,04:06:20,80.0099,74.0997,16.0033,1182.6691,2025-03-26 16:19:52,5928.7111,80.0099,14780.0,4.105555555555555,charge,2,0.025005677083333337
505,恒流充电,00:12:30,04:06:50,80.0099,74.1145,16.6701,1232.0848,2025-03-26 16:20:22,5929.8952,80.0099,14810.0,4.113888888888889,charge,2,0.026047472656250004
506,恒流充电,00:13:00,04:07:20,80.0099,74.1294,17.3369,1281.5094,2025-03-26 16:20:52,5931.0874,80.0099,14840.0,4.122222222222222,charge,2,0.02708926822916667
507,恒流充电,00:13:30,04:07:50,80.0099,74.1443,18.0037,1330.9431,2025-03-26 16:21:22,5932.2795,80.0099,14870.0,4.1305555555555555,charge,2,0.02813106380208334
508,恒流充电,00:14:00,04:08:20,80.0099,74.1592,18.6705,1380.3869,2025-03-26 16:21:52,5933.4717,80.0099,14900.0,4.138888888888889,charge,2,0.029172859375000006
509,恒流充电,00:14:30,04:08:50,80.0161,74.1666,19.3373,1429.8393,2025-03-26 16:22:22,5934.5228,80.0161,14930.0,4.147222222222222,charge,2,0.03021473567708334
510,恒流充电,00:15:00,04:09:20,80.0099,74.1815,20.0041,1479.3003,2025-03-26 16:22:52,5935.2559,80.0099,14960.0,4.155555555555556,charge,2,0.031256531250000004
511,恒流充电,00:15:30,04:09:50,80.0161,74.1964,20.6708,1528.7686,2025-03-26 16:23:22,5936.9073,80.0161,14990.0,4.163888888888889,charge,2,0.03229840755208334
512,恒流充电,00:16:00,04:10:20,80.0161,74.2038,21.3377,1578.2487,2025-03-26 16:23:52,5937.4994,80.0161,15020.0,4.1722222222222225,charge,2,0.03334028385416667
513,恒流充电,00:16:30,04:10:50,80.0161,74.2187,22.0045,1627.7373,2025-03-26 16:24:22,5938.6917,80.0161,15050.0,4.180555555555555,charge,2,0.03438216015625001
514,恒流充电,00:17:00,04:11:20,80.0161,74.2336,22.6713,1677.2344,2025-03-26 16:24:52,5939.8839,80.0161,15080.0,4.188888888888889,charge,2,0.03542403645833334
515,恒流充电,00:17:30,04:11:50,80.0099,74.2485,23.3381,1726.7393,2025-03-26 16:25:22,5940.6165,80.0099,15110.0,4.197222222222222,charge,2,0.036465832031250006
516,恒流充电,00:18:00,04:12:20,80.0099,74.2559,24.0049,1776.2515,2025-03-26 16:25:52,5941.2086,80.0099,15140.0,4.205555555555556,charge,2,0.03750762760416667
517,恒流充电,00:18:30,04:12:50,80.0161,74.2708,24.6717,1825.7716,2025-03-26 16:26:22,5942.8605,80.0161,15170.0,4.213888888888889,charge,2,0.038549503906250004
518,恒流充电,00:19:00,04:13:20,80.0161,74.2782,25.3385,1875.2994,2025-03-26 16:26:52,5943.4526,80.0161,15200.0,4.222222222222222,charge,2,0.03959138020833334
519,恒流充电,00:19:30,04:13:50,80.0099,74.2931,26.0053,1924.8342,2025-03-26 16:27:22,5944.185,80.0099,15230.0,4.230555555555555,charge,2,0.04063317578125
520,恒流充电,00:20:00,04:14:20,80.0161,74.308,26.6721,1974.3769,2025-03-26 16:27:52,5945.8371,80.0161,15260.0,4.238888888888889,charge,2,0.04167505208333334
521,恒流充电,00:20:30,04:14:50,80.0223,74.3154,27.3389,2023.9263,2025-03-26 16:28:22,5946.8907,80.0223,15290.0,4.247222222222222,charge,2,0.042717009114583336
522,恒流充电,00:21:00,04:15:20,80.0223,74.3229,28.0057,2073.4829,2025-03-26 16:28:52,5947.4909,80.0223,15320.0,4.2555555555555555,charge,2,0.043758966145833335
523,恒流充电,00:21:30,04:15:50,80.0037,74.3303,28.6725,2123.0451,2025-03-26 16:29:22,5946.7005,80.0037,15350.0,4.263888888888889,charge,2,0.044800680989583334
524,恒流充电,00:22:00,04:16:20,80.0099,74.3452,29.3393,2172.6147,2025-03-26 16:29:52,5948.3535,80.0099,15380.0,4.272222222222222,charge,2,0.0458424765625
525,恒流充电,00:22:30,04:16:50,80.0161,74.3526,30.0061,2222.192,2025-03-26 16:30:22,5949.4058,80.0161,15410.0,4.280555555555556,charge,2,0.04688435286458333
526,恒流充电,00:23:00,04:17:20,80.0223,74.3675,30.6729,2271.7772,2025-03-26 16:30:52,5951.0599,80.0223,15440.0,4.288888888888889,charge,2,0.04792630989583333
527,恒流充电,00:23:30,04:17:50,80.0161,74.375,31.3397,2321.368,2025-03-26 16:31:22,5951.1982,80.0161,15470.0,4.2972222222222225,charge,2,0.048968186197916666
528,恒流充电,00:24:00,04:18:20,80.0223,74.3898,32.0065,2370.9674,2025-03-26 16:31:52,5952.8444,80.0223,15500.0,4.305555555555555,charge,2,0.050010143229166665
529,恒流充电,00:24:30,04:18:50,80.0161,74.4047,32.6733,2420.5736,2025-03-26 16:32:22,5953.5747,80.0161,15530.0,4.313888888888889,charge,2,0.05105201953125
530,恒流充电,00:25:00,04:19:20,80.0223,74.4122,33.3401,2470.1869,2025-03-26 16:32:52,5954.6369,80.0223,15560.0,4.322222222222222,charge,2,0.0520939765625
531,恒流充电,00:25:30,04:19:50,80.0161,74.4196,34.0069,2519.808,2025-03-26 16:33:22,5954.7669,80.0161,15590.0,4.330555555555556,charge,2,0.05313585286458333
532,恒流充电,00:26:00,04:20:20,80.0161,74.4345,34.6737,2569.4368,2025-03-26 16:33:52,5955.9591,80.0161,15620.0,4.338888888888889,charge,2,0.05417772916666667
533,恒流充电,00:26:30,04:20:50,80.0161,74.4419,35.3405,2619.0738,2025-03-26 16:34:22,5956.5513,80.0161,15650.0,4.347222222222222,charge,2,0.05521960546875
534,恒流充电,00:27:00,04:21:20,80.0161,74.4568,36.0074,2668.7215,2025-03-26 16:34:52,5957.7435,80.0161,15680.0,4.355555555555555,charge,2,0.05626148177083334
535,恒流充电,00:27:30,04:21:50,80.0223,74.4642,36.6742,2718.3741,2025-03-26 16:35:22,5958.798,80.0223,15710.0,4.363888888888889,charge,2,0.057303438802083335
536,恒流充电,00:28:00,04:22:20,80.0223,74.4791,37.341,2768.0333,2025-03-26 16:35:52,5959.9904,80.0223,15740.0,4.372222222222222,charge,2,0.058345395833333334
537,恒流充电,00:28:30,04:22:50,80.0223,74.494,38.0078,2817.7001,2025-03-26 16:36:22,5961.1827,80.0223,15770.0,4.3805555555555555,charge,2,0.05938735286458333
538,恒流充电,00:29:00,04:23:20,80.0099,74.5014,38.6746,2867.3733,2025-03-26 16:36:52,5960.8511,80.0099,15800.0,4.388888888888889,charge,2,0.0604291484375
539,恒流充电,00:29:30,04:23:50,80.0223,74.5089,39.3414,2917.0543,2025-03-26 16:37:22,5962.375,80.0223,15830.0,4.397222222222222,charge,2,0.061471105468749995
540,恒流充电,00:30:00,04:24:20,80.0161,74.5238,40.0082,2966.7415,2025-03-26 16:37:52,5963.1046,80.0161,15860.0,4.405555555555556,charge,2,0.06251298177083332
541,恒流充电,00:30:30,04:24:50,80.0223,74.5312,40.675,3016.4355,2025-03-26 16:38:22,5964.1595,80.0223,15890.0,4.413888888888889,charge,2,0.06355493880208332
542,恒流充电,00:31:00,04:25:20,80.0223,74.5461,41.3418,3066.1356,2025-03-26 16:38:52,5965.3519,80.0223,15920.0,4.4222222222222225,charge,2,0.06459689583333332
543,恒流充电,00:31:30,04:25:50,80.0099,74.561,42.0086,3115.8443,2025-03-26 16:39:22,5965.6196,80.0099,15950.0,4.430555555555555,charge,2,0.06563869140624999
544,恒流充电,00:32:00,04:26:20,80.0223,74.561,42.6754,3165.5596,2025-03-26 16:39:52,5966.5442,80.0223,15980.0,4.438888888888889,charge,2,0.06668064843749999
545,恒流充电,00:32:30,04:26:50,80.0223,74.5758,43.3422,3215.2814,2025-03-26 16:40:22,5967.7285,80.0223,16010.0,4.447222222222222,charge,2,0.06772260546874999
546,恒流充电,00:33:00,04:27:20,80.0223,74.5833,44.009,3265.0093,2025-03-26 16:40:52,5968.3287,80.0223,16040.0,4.455555555555556,charge,2,0.06876456249999999
547,恒流充电,00:33:30,04:27:50,80.0161,74.5907,44.6758,3314.7424,2025-03-26 16:41:22,5968.4577,80.0161,16070.0,4.463888888888889,charge,2,0.06980643880208331
548,恒流充电,00:34:00,04:28:20,80.0161,74.5982,45.3426,3364.4843,2025-03-26 16:41:52,5969.0578,80.0161,16100.0,4.472222222222222,charge,2,0.07084831510416664
549,恒流充电,00:34:30,04:28:50,80.0037,74.6056,46.0094,3414.2308,2025-03-26 16:42:22,5968.7255,80.0037,16130.0,4.480555555555555,charge,2,0.07189002994791664
550,恒流充电,00:35:00,04:29:20,80.0223,74.6205,46.6762,3463.9836,2025-03-26 16:42:52,5971.3055,80.0223,16160.0,4.488888888888889,charge,2,0.07293198697916664
551,恒流充电,00:35:30,04:29:50,80.0223,74.6279,47.343,3513.7418,2025-03-26 16:43:22,5971.8977,80.0223,16190.0,4.497222222222222,charge,2,0.07397394401041664
552,恒流充电,00:36:00,04:30:20,80.0099,74.6354,48.0098,3563.5062,2025-03-26 16:43:52,5971.5724,80.0099,16220.0,4.5055555555555555,charge,2,0.07501573958333331
553,恒流充电,00:36:30,04:30:50,80.0223,74.6428,48.6766,3613.2757,2025-03-26 16:44:22,5973.09,80.0223,16250.0,4.513888888888889,charge,2,0.07605769661458331
554,恒流充电,00:37:00,04:31:20,80.0223,74.6502,49.3434,3663.0506,2025-03-26 16:44:52,5973.6822,80.0223,16280.0,4.522222222222222,charge,2,0.07709965364583331
555,恒流充电,00:37:30,04:31:50,80.0099,74.6577,50.0102,3712.8299,2025-03-26 16:45:22,5973.3566,80.0099,16310.0,4.530555555555556,charge,2,0.07814144921874998
556,恒流充电,00:38:00,04:32:20,80.0099,74.6651,50.677,3762.6151,2025-03-26 16:45:52,5973.9487,80.0099,16340.0,4.538888888888889,charge,2,0.07918324479166665
557,恒流充电,00:38:30,04:32:50,80.0099,74.6726,51.3438,3812.4061,2025-03-26 16:46:22,5974.5488,80.0099,16370.0,4.5472222222222225,charge,2,0.08022504036458332
558,恒流充电,00:39:00,04:33:20,80.0099,74.68,52.0106,3862.201,2025-03-26 16:46:52,5975.1408,80.0099,16400.0,4.555555555555555,charge,2,0.08126683593749999
559,恒流充电,00:39:30,04:33:50,80.0099,74.6875,52.6774,3911.9997,2025-03-26 16:47:22,5975.7409,80.0099,16430.0,4.563888888888889,charge,2,0.08230863151041666
560,恒流充电,00:40:00,04:34:20,80.0223,74.6949,53.3442,3961.8045,2025-03-26 16:47:52,5977.2592,80.0223,16460.0,4.572222222222222,charge,2,0.08335058854166666
561,恒流充电,00:40:30,04:34:50,80.0161,74.7023,54.011,4011.614,2025-03-26 16:48:22,5977.3875,80.0161,16490.0,4.580555555555556,charge,2,0.08439246484374999
562,恒流充电,00:41:00,04:35:20,80.0161,74.7098,54.6778,4061.4279,2025-03-26 16:48:52,5977.9876,80.0161,16520.0,4.588888888888889,charge,2,0.08543434114583331
563,恒流充电,00:41:30,04:35:50,80.0099,74.7172,55.3446,4111.2462,2025-03-26 16:49:22,5978.1172,80.0099,16550.0,4.597222222222222,charge,2,0.08647613671874999
564,恒流充电,00:42:00,04:36:20,80.0161,74.7247,56.0114,4161.0689,2025-03-26 16:49:52,5979.1798,80.0161,16580.0,4.605555555555555,charge,2,0.08751801302083331
565,恒流充电,00:42:30,04:36:50,80.0099,74.7247,56.6782,4210.8963,2025-03-26 16:50:22,5978.7173,80.0099,16610.0,4.613888888888889,charge,2,0.08855980859374998
566,恒流充电,00:43:00,04:37:20,80.0223,74.7321,57.345,4260.7247,2025-03-26 16:50:52,5980.236,80.0223,16640.0,4.622222222222222,charge,2,0.08960176562499998
567,恒流充电,00:43:30,04:37:50,80.0223,74.747,58.0118,4310.5598,2025-03-26 16:51:22,5981.4284,80.0223,16670.0,4.6305555555555555,charge,2,0.09064372265624998
568,恒流充电,00:44:00,04:38:20,80.0223,74.747,58.6786,4360.4006,2025-03-26 16:51:52,5981.4284,80.0223,16700.0,4.638888888888889,charge,2,0.09168567968749998
569,恒流充电,00:44:30,04:38:50,80.0161,74.7544,59.3454,4410.2458,2025-03-26 16:52:22,5981.5563,80.0161,16730.0,4.647222222222222,charge,2,0.09272755598958331
570,恒流充电,00:45:00,04:39:20,80.0099,74.7544,60.0122,4460.0947,2025-03-26 16:52:52,5981.0936,80.0099,16760.0,4.655555555555556,charge,2,0.09376935156249998
571,恒流充电,00:45:30,04:39:50,80.0099,74.7619,60.679,4509.9476,2025-03-26 16:53:22,5981.6936,80.0099,16790.0,4.663888888888889,charge,2,0.09481114713541665
572,恒流充电,00:46:00,04:40:20,80.0099,74.7693,61.3458,4559.8037,2025-03-26 16:53:52,5982.2857,80.0099,16820.0,4.6722222222222225,charge,2,0.09585294270833332
573,恒流充电,00:46:30,04:40:50,80.0161,74.7767,62.0126,4609.6639,2025-03-26 16:54:22,5983.3407,80.0161,16850.0,4.680555555555555,charge,2,0.09689481901041665
574,恒流充电,00:47:00,04:41:20,80.0099,74.7842,62.6794,4659.524,2025-03-26 16:54:52,5983.4779,80.0099,16880.0,4.688888888888889,charge,2,0.09793661458333332
575,恒流充电,00:47:30,04:41:50,80.0099,74.7842,63.3462,4709.3889,2025-03-26 16:55:22,5983.4779,80.0099,16910.0,4.697222222222222,charge,2,0.09897841015624999
576,恒流充电,00:48:00,04:42:20,80.0099,74.7991,64.013,4759.2604,2025-03-26 16:55:52,5984.67,80.0099,16940.0,4.705555555555556,charge,2,0.10002020572916666
577,恒流充电,00:48:30,04:42:50,80.0223,74.8065,64.6798,4809.1376,2025-03-26 16:56:22,5986.1897,80.0223,16970.0,4.713888888888889,charge,2,0.10106216276041666
578,恒流充电,00:49:00,04:43:20,80.0223,74.8065,65.3466,4859.0178,2025-03-26 16:56:52,5986.1897,80.0223,17000.0,4.722222222222222,charge,2,0.10210411979166666
579,恒流充电,00:49:30,04:43:50,80.0161,74.8139,66.0134,4908.9013,2025-03-26 16:57:22,5986.3173,80.0161,17030.0,4.730555555555555,charge,2,0.10314599609374998
580,恒流充电,00:50:00,04:44:20,80.0223,74.8214,66.6802,4958.7876,2025-03-26 16:57:52,5987.382,80.0223,17060.0,4.738888888888889,charge,2,0.10418795312499998
581,恒流充电,00:50:30,04:44:50,80.0099,74.8214,67.347,5008.678,2025-03-26 16:58:22,5986.4542,80.0099,17090.0,4.747222222222222,charge,2,0.10522974869791665
582,恒流充电,00:51:00,04:45:20,80.0099,74.8288,68.0138,5058.5749,2025-03-26 16:58:52,5987.0463,80.0099,17120.0,4.7555555555555555,charge,2,0.10627154427083332
583,恒流充电,00:51:29,04:45:50,80.0099,74.8363,68.6786,5108.3248,2025-03-26 16:59:22,5987.6464,80.0099,17150.0,4.763888888888889,charge,2,0.10731333984375
584,恒流充电,00:51:59,04:46:20,80.0161,74.8437,69.3454,5158.2264,2025-03-26 16:59:52,5988.7017,80.0161,17180.0,4.772222222222222,charge,2,0.10835521614583332
585,恒流充电,00:52:29,04:46:50,80.0223,74.8511,70.0122,5208.1328,2025-03-26 17:00:22,5989.7587,80.0223,17210.0,4.780555555555556,charge,2,0.10939717317708332
586,恒流充电,00:52:59,04:47:20,80.0285,74.8511,70.679,5258.0421,2025-03-26 17:00:52,5990.2228,80.0285,17240.0,4.788888888888889,charge,2,0.11043921093749999
587,恒流充电,00:53:29,04:47:50,80.0099,74.8511,71.3458,5307.954,2025-03-26 17:01:22,5988.8305,80.0099,17270.0,4.7972222222222225,charge,2,0.11148100651041666
588,恒流充电,00:53:59,04:48:20,80.0099,74.8586,72.0127,5357.8702,2025-03-26 17:01:52,5989.4306,80.0099,17300.0,4.805555555555555,charge,2,0.11252280208333333
589,恒流充电,00:54:29,04:48:50,80.0099,74.866,72.6795,5407.789,2025-03-26 17:02:22,5990.0227,80.0099,17330.0,4.813888888888889,charge,2,0.11356459765625
590,恒流充电,00:54:59,04:49:20,80.0223,74.8735,73.3462,5457.7096,2025-03-26 17:02:52,5991.5512,80.0223,17360.0,4.822222222222222,charge,2,0.1146065546875
591,恒流充电,00:55:29,04:49:50,80.0161,74.8735,74.013,5507.6363,2025-03-26 17:03:22,5991.0862,80.0161,17390.0,4.830555555555556,charge,2,0.11564843098958333
